EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z	Volume3d (mm^3) 	Shape_VA3d	Length3d (mm) 	index
0.0149327	0.00408339	0.00138328	-0.652351	0.183205	0.735442	0.227135	-0.878491	0.420314	0.723082	0.441237	0.531472	0.00526124	9.82163	0.524117	26376
0.0149027	0.00304972	0.00126368	0.940588	-0.262044	-0.215934	0.057627	0.749909	-0.659026	0.334624	0.607428	0.720457	0.00293505	5.27987	0.535799	22114
0.0148651	0.00249172	0.00118667	0.811225	-0.438506	0.386816	-0.571401	-0.454021	0.683642	0.124159	0.775614	0.618876	0.00227935	7.89526	0.515543	23331
0.0148422	0.0103664	0.00238138	-0.608771	0.793346	0	0.437017	0.335344	0.834602	0.662128	0.508082	-0.550854	0.0106161	6.2875	0.557016	20921
0.0147841	0.00165676	0.000571805	-0.35353	0.561241	0.748348	0.935362	0.221266	0.275935	-0.010718	0.797527	-0.603187	0.0037781	3.8908	0.557818	17621
0.0147112	0.00135789	0.000562033	-0.569508	0.746093	0.344972	0.794889	0.606755	0	0.209314	-0.274214	0.938613	0.00176415	6.21343	0.463475	6190
0.0147034	0.006291	0.000934601	0.669231	0.108779	0.735049	0.518221	0.640614	-0.566622	-0.532519	0.760119	0.372347	0.00432452	7.90479	0.563056	19208
0.0146642	0.00275842	0.000348956	0.782989	-0.304282	0.542532	-0.475972	0.268446	0.837489	0.400473	0.913974	-0.0653609	0.00427768	5.15983	0.594528	18435
0.0146475	0.00396455	0.00100629	0.994415	0.0829622	0.0652368	-0.0746359	0.115764	0.990469	-0.0746194	0.989806	-0.12131	0.00516756	5.9469	0.513698	16962
0.0146401	0.00117362	0.000329354	0.997771	0.0106161	0.0658835	0.00224906	0.981355	-0.192191	-0.0666954	0.191911	0.979143	0.00226374	3.39669	0.443122	21620
0.0146095	0.00327008	0.000992182	0.687715	-0.604804	0.401572	-0.278269	0.291295	0.915267	0.670533	0.741188	-0.0320294	0.00424646	5.78429	0.465063	9986
0.0145843	0.0132887	0.00205623	-0.519319	-0.382458	0.764221	0.681865	-0.724503	0.100774	0.515139	0.57343	0.637033	0.0123179	6.55282	0.654517	15790
0.0145264	0.00395805	0.000730504	-0.229423	0.0610264	0.971412	0.913568	0.357821	0.193282	-0.335797	0.931794	-0.137844	0.00469921	5.24569	0.58838	10881
0.0145079	0.002131	0.00123904	0.338993	0.694809	-0.634291	-0.452981	0.711459	0.537247	0.824556	0.105199	0.555915	0.00571398	3.6685	0.5859	13881
0.0144877	0.00390706	0.00327202	0.525576	0.847309	0.0764047	0.798159	-0.46001	-0.389016	0.29447	-0.265441	0.918057	0.0121773	4.06265	0.666641	18679
0.0144435	0.0127908	0.00594705	0.900567	-0.241087	-0.36174	0.324806	0.926228	0.191319	0.288929	-0.28979	0.912437	0.0243235	5.67329	0.695044	20805
0.0142721	0.00235403	0.000705207	0.881558	0.382644	-0.276477	-0.298682	0.905631	0.301033	0.365575	-0.1828	0.912655	0.00321607	5.75832	0.527686	20638
0.0142269	0.00339737	0.000311781	-0.53991	0.840422	0.0467656	0.841	0.536312	0.0713418	-0.0348764	-0.077848	0.996355	0.00305995	7.23932	0.536285	18979
0.0142251	0.00210427	0.000721185	0.420422	0.906968	-0.025563	-0.438839	0.22792	0.869179	0.794144	-0.354204	0.493836	0.0023418	6.27701	0.507995	18773
0.0141736	0.00406309	0.00132281	-0.137692	0.886299	0.44217	-0.808258	-0.358579	0.467054	0.572503	-0.293078	0.765732	0.00432452	5.9232	0.574131	30075
0.0141374	0.00211118	0.000235856	0.84109	0.459152	-0.285915	-0.54072	0.700312	-0.466031	-0.0137492	0.546574	0.837298	0.00140508	7.32339	0.498398	21651
0.0141368	0.00659893	0.00606816	0.146653	0.837238	0.526807	-0.824036	-0.191218	0.533292	0.547227	-0.512317	0.661871	0.0245576	7.22173	0.579896	16054
0.0140996	0.00407306	0.000105985	-0.544812	0.825692	-0.14633	0.827115	0.500402	-0.255886	0.138059	0.260442	0.955568	0.00151436	9.16457	0.471357	16177
0.0140323	0.002572	0.00125353	-0.409632	0.70637	-0.577272	0.908326	0.374453	-0.186355	-0.0845255	0.600688	0.795003	0.00690049	3.93874	0.519435	28912
0.0140232	0.00377729	0.00196892	0.231948	0.904255	0.3585	-0.64625	-0.132206	0.751587	0.727022	-0.40601	0.55371	0.00849292	4.65903	0.640568	19752
