EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z	Volume3d (mm^3) 	Shape_VA3d	Length3d (mm) 	index
0.00289539	0.001108	0.000528799	-0.0906914	0.969549	-0.227488	0.409849	0.244525	0.878767	0.907634	-0.0135391	-0.419545	0.00138947	2.36193	0.25596	1729
0.00289398	0.00151969	0.00070355	0.0876315	0.84854	0.521825	-0.355462	-0.462718	0.81212	0.930574	-0.256656	0.261075	0.00185783	2.05534	0.247399	1457
0.00287833	0.0012324	0.000841275	0.860156	0.129611	0.493288	-0.445798	-0.278812	0.850604	-0.247783	0.951559	0.182042	0.00163926	3.41224	0.25699	1563
0.00287181	0.00116791	0.000778753	0.749761	-0.258792	-0.609004	0.62377	0.583576	0.519952	0.220841	-0.769718	0.598969	0.00174854	2.45732	0.286203	1510
0.00285851	0.000745862	0.000432788	0.973744	-0.121326	0.192621	0.0978638	0.987064	0.126995	-0.205537	-0.10481	0.973021	0.00115529	1.91418	0.251033	1928
0.00284761	0.00184429	0.000658424	0.29128	0.349932	0.890339	-0.529393	0.83416	-0.154658	0.796806	0.426291	-0.428226	0.00112406	4.97858	0.269194	1969
0.00284052	0.00143574	0.00122846	0.0404414	0.234099	0.971371	-0.539141	0.823611	-0.176043	0.841244	0.516587	-0.15952	0.00246669	2.19412	0.319377	1221
0.00283289	0.00120157	0.000423766	-0.51505	0.852267	-0.0914583	-0.636637	-0.308913	0.706587	0.573949	0.422153	0.701691	0.00148314	2.16296	0.246248	1653
0.00282915	0.00234434	0.0011394	0.193248	-0.659312	0.726611	0.583112	0.672768	0.455372	0.789073	-0.335695	-0.514463	0.00201395	3.57608	0.317811	1387
0.00282237	0.000690802	0.000535576	-0.0739217	0.921629	0.380968	0.573271	-0.273316	0.772437	0.816024	0.275498	-0.508139	0.00113967	1.87093	0.256076	1943
0.00282118	0.00205322	0.000521347	0.875376	-0.026032	0.482741	-0.173644	0.914983	0.364218	-0.451181	-0.402653	0.796434	0.00196711	2.03656	0.259763	1415
0.00281867	0.00254792	0.000591945	-0.446054	0.667043	-0.596732	0.831268	0.555872	0	-0.331706	0.496044	0.802441	0.00171732	3.10617	0.271787	1524
0.00281662	0.0011051	0.000970958	-0.289552	0.956918	0.0216421	-0.210699	-0.0857784	0.97378	0.933684	0.2774	0.226459	0.00217006	1.59346	0.261162	1318
0.00280134	0.000923243	0.000535564	0.621627	-0.0855549	0.778627	0.658057	0.596233	-0.459855	-0.4249	0.79824	0.426935	0.00134263	1.89287	0.237098	1759
0.00278938	0.00146338	0.000632574	-0.141947	0.96432	-0.223468	-0.676405	0.0703349	0.733164	0.722722	0.255225	0.642287	0.0014363	2.48795	0.285251	1684
0.00278412	0.00150106	0.000951157	0.98517	0.122602	0.12004	-0.0788428	-0.297909	0.951333	-0.152396	0.946689	0.283824	0.00229496	1.92837	0.260741	1277
0.00277472	0.00114814	0.000516366	-0.258362	0.947343	0.189181	0.53219	-0.0238602	0.846289	0.80624	0.319329	-0.498002	0.00148314	2.00514	0.26692	1657
0.0027711	0.0014039	0.00062629	0.11294	0.712821	0.692193	0.783203	0.364824	-0.503485	0.611423	-0.598991	0.51708	0.00109284	2.9406	0.25065	1998
0.0027701	0.00123688	0.000438725	-0.28405	-0.234062	0.929801	0.151579	0.946589	0.284594	0.946752	-0.221777	0.2334	0.00134263	2.10376	0.272954	1762
0.00275312	0.000729847	0.000357061	0.945779	0.207298	-0.25006	-0.313472	0.784178	-0.535537	0.0850757	0.584886	0.806641	0.00109284	1.8558	0.271065	1999
0.00273367	0.00100099	0.000723843	0.710678	-0.617242	0.337564	-0.637124	-0.361199	0.680888	0.298345	0.698962	0.649956	0.00118651	2.36897	0.286321	1896
